2011-01-09T11:15:00.000Z	DBoyz		i set my bios (or something like that) to boot my thumb
2011-01-09T11:17:00.000Z	DBoyz		pendrive linux's software i downloaded
2011-01-09T11:17:00.000Z	rusty149	DBoyz	Are you in Windows atm
2011-01-09T11:17:00.000Z	rusty149	DBoyz	Did you get that software via the Ubuntu site
2011-01-09T11:19:00.000Z	rusty149	DBoyz	Do you know how to set USB as the first boot device in BIOS
2011-01-09T11:20:00.000Z	DBoyz	rusty149	yes, i set my laptop to boot usb first since october when i tried ubuntu 10.04
2011-01-09T11:21:00.000Z	rusty149	DBoyz	So what happens when you try to boot?
2011-01-09T11:22:00.000Z	DBoyz	rusty149	currently i am trying to install ubuntu 10.10, what i got is the error i mention above
2011-01-09T11:24:00.000Z	rusty149	DBoyz	Is the error message during pendrivelinux software making the usb stick
2011-01-09T11:25:00.000Z	rusty149	DBoyz	Sorry, It is during install, so you see the ubuntu GUI installer?
2011-01-09T11:27:00.000Z	rusty149	DBoyz	Just clarify what stage you were at when you got the error message. In W7, pendrivelinux, grub, ubuntu splash screen ???
2011-01-09T11:35:00.000Z	DBoyz	rusty149	anything yet?
2011-01-09T11:55:00.000Z	DBoyz	rusty149	okay
2011-01-09T11:57:00.000Z	rusty149	DBoyz	Have you tried the alternate install CD
2011-01-09T11:57:00.000Z	rusty149	DBoyz	Have you tried the alternate install USB
2011-01-09T11:58:00.000Z	rusty149	DBoyz	Yes it is a seperate .iso  it uses a text-based installer
2011-01-09T12:01:00.000Z	rusty149	DBoyz	Here is the link,  http://releases.ubuntu.com/maverick/ubuntu-10.10-alternate-amd64.iso
2011-01-09T12:01:00.000Z	DBoyz	rusty149	im here to seek help before i re-download the .iso
2011-01-09T12:05:00.000Z	rusty149	DBoyz	That isn't an issue. Just stick with pendrivelinux
2011-01-09T12:08:00.000Z	DBoyz	rusty149	is there a way to know that the .iso file i downloaded isn't corrupted? i was using download accelerator and got dc-ed twice during dl-ing
2011-01-09T12:08:00.000Z	rusty149	DBoyz	Anyway, back to the problem. The alternate .iso produces the same version of Ubuntu but uses a different text-based installer with more functions
2011-01-09T12:08:00.000Z	rusty149	DBoyz	Use md5
2011-01-09T12:15:00.000Z	DBoyz	rusty149	Flare183: checked, they are the same value
2011-01-09T12:17:00.000Z	rusty149	DBoyz	OK, so the problem is elsewhere. I stiill suggest the alternative install
2011-01-09T12:26:00.000Z	DBoyz	rusty149	where do i download ubuntu alternate iso file?
2011-01-09T12:27:00.000Z	rusty149	DBoyz	http://releases.ubuntu.com/maverick/ubuntu-10.10-alternate-amd64.iso
2011-01-10T17:47:00.000Z	rusty149	DBoyz	When installing alternate form pendrivelinux, what do you see
2011-01-10T17:47:00.000Z	DBoyz	rusty149	ello there, nice to meet you again
2011-01-10T17:49:00.000Z	rusty149	DBoyz	is that a graphical menu?
2011-01-10T17:50:00.000Z	rusty149	DBoyz	OK, if yo uhave option for Try ubuntu without installing, then that is not alternate cd
2011-01-10T17:51:00.000Z	DBoyz	rusty149	there's no option for alternate iso's on pendrivelinux
2011-01-10T17:53:00.000Z	rusty149	DBoyz	You should still use the Ubuntu option, but make sure the correct .iso is selected.
2011-01-10T17:54:00.000Z	rusty149	DBoyz	What is the name of the .iso you are using?
2011-01-10T17:56:00.000Z	DBoyz	rusty149	i only realized that it was amd64 instead of i386 after 3 hours of dl-ing
2011-01-10T17:57:00.000Z	rusty149	DBoyz	Which one do you need?
2011-01-10T17:58:00.000Z	rusty149	DBoyz	does your computer support 64-bit
2011-01-10T18:03:00.000Z	rusty149	DBoyz	Try  unlisted linux iso (New Syslinux)
2011-01-10T18:04:00.000Z	DBoyz	rusty149	whats that?
2011-01-10T18:04:00.000Z	rusty149	DBoyz	I don't think you are selecting the correct file, so that will let you select any file.
2011-01-10T18:05:00.000Z	rusty149	DBoyz	In Universal USB Installer, select it as the distro from bottom of list
